entidad financiera,meses,provincia,canton,estado del punto,tipo de punto de venta,region,monto facturado,nro. consumos,nro. puntos ventas,ano,meses_num,archivo origen
datafast,enero,azuay,cuenca,activo,pos,sierra,21636692.42,221562,4279,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,azuay,cuenca,activo,pos caja,sierra,7097781.74,108035,603,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,azuay,gualaceo,activo,pos caja,sierra,9136.25,217,4,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,carchi,espejo,activo,pos caja,sierra,966.4,37,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,carchi,tulcan,activo,pos caja,sierra,298210.2,6535,45,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,chimborazo,alausi,activo,pos caja,sierra,14711.2,452,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,chimborazo,cumanda,activo,pos caja,sierra,1131.43,35,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,chimborazo,guamote,activo,pos caja,sierra,1.02,1,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,chimborazo,guano,activo,pos caja,sierra,1324.58,30,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,chimborazo,pallatanga,activo,pos caja,sierra,27.29,2,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,chimborazo,riobamba,activo,pos caja,sierra,1668439.78,33369,173,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,cotopaxi,la mana,activo,pos caja,sierra,22747.22,601,11,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,cotopaxi,latacunga,activo,pos caja,sierra,1011579.85,17000,85,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,cotopaxi,pujili,activo,pos caja,sierra,37552.59,975,16,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,cotopaxi,salcedo,activo,pos caja,sierra,17225.16,544,14,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,cotopaxi,saquisili,activo,pos caja,sierra,1352.75,29,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,el guabo,activo,pos caja,costa,22467.24,688,8,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,huaquillas,activo,pos caja,costa,74826.14,1404,18,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,machala,activo,pos caja,costa,3426757.37,63108,253,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,pasaje,activo,pos caja,costa,21694.06,546,15,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,pinas,activo,pos caja,costa,3838.67,75,4,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,portovelo,activo,pos caja,costa,1340.38,32,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,santa rosa,activo,pos caja,costa,84838.81,1655,15,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,el oro,zaruma,activo,pos caja,costa,4187.92,119,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,esmeraldas,atacames,activo,pos caja,costa,112437.87,4225,26,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,esmeraldas,esmeraldas,activo,pos caja,costa,1350159.11,21745,123,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,esmeraldas,quininde,activo,pos caja,costa,98669.28,2911,24,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,galapagos,san cristobal,activo,pos caja,insular,23513.12,89,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,galapagos,santa cruz,activo,pos caja,insular,22869.63,255,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,alfredo baquerizo moreno (jujan),activo,pos caja,costa,111.43,6,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,balzar,activo,pos caja,costa,75332.14,1441,9,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,coronel marcelino mariduena,activo,pos caja,costa,2064.91,63,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,daule,activo,pos caja,costa,2527712.67,68516,179,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,duran,activo,pos caja,costa,529693.5,19148,107,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,el empalme,activo,pos caja,costa,29969.8,1229,21,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,el triunfo,activo,pos caja,costa,2479.39,23,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,general antonio elizalde (bucay),activo,pos caja,costa,23754.35,653,10,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,guayaquil,activo,pos,costa,168820868.7,2309509,21486,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,guayaquil,activo,pos caja,costa,55507164.9,1223329,4425,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,lomas de sargentillo,activo,pos caja,costa,9927.15,372,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,milagro,activo,pos caja,costa,793047.53,18298,91,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,naranjal,activo,pos caja,costa,29206.66,583,7,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,naranjito,activo,pos caja,costa,6218.07,156,6,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,nobol,activo,pos caja,costa,6968.88,322,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,palestina,activo,pos caja,costa,6237.68,215,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,pedro carbo,activo,pos caja,costa,562.31,1,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,playas,activo,pos caja,costa,353564.55,10147,61,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,salitre (urbina jado),activo,pos caja,costa,1159.39,45,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,samborondon,activo,pos caja,costa,1628718.22,29821,71,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,san jacinto de yaguachi,activo,pos caja,costa,13259.51,565,9,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,santa lucia,activo,pos caja,costa,10259.79,320,7,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,guayas,simon bolivar,activo,pos caja,costa,1091.35,43,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,imbabura,antonio ante,activo,pos caja,sierra,23993.97,907,18,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,imbabura,cotacachi,activo,pos caja,sierra,12900.86,517,11,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,imbabura,ibarra,activo,pos caja,sierra,2089459.05,36115,186,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,imbabura,otavalo,activo,pos caja,sierra,39028.14,976,37,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,imbabura,pimampiro,activo,pos caja,sierra,1156.98,50,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,imbabura,san miguel de urcuqui,activo,pos caja,sierra,176.83,26,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,loja,calvas,activo,pos caja,sierra,270.19,10,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,loja,catamayo,activo,pos caja,sierra,6689.46,222,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,loja,loja,activo,pos caja,sierra,1606293.65,27092,144,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,loja,macara,activo,pos caja,sierra,477.33,14,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,napo,archidona,activo,pos caja,oriente,20312.33,485,4,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,napo,el chaco,activo,pos caja,oriente,1554.55,55,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,napo,tena,activo,pos caja,oriente,113493.41,2795,25,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,no reporta,(blank),activo,boton de pago,no reporta,251655,953,19,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,orellana,la joya de los sachas,activo,pos caja,oriente,3399.92,102,4,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,orellana,loreto,activo,pos caja,oriente,1108.37,47,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,orellana,orellana,activo,pos caja,oriente,321659.7,5053,49,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pastaza,pastaza,activo,pos caja,oriente,210617.61,4080,30,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,cayambe,activo,pos caja,sierra,126904.26,2135,23,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,mejia,activo,pos caja,sierra,102116.08,2318,22,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,pedro vicente maldonado,activo,pos caja,sierra,4069.49,120,6,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,puerto quito,activo,pos caja,sierra,2532.13,86,4,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,quito,activo,pos,sierra,193267045,2157909,26356,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,quito,activo,pos caja,sierra,97169331.46,1633377,4844,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,ruminahui,activo,pos caja,sierra,1204260.05,33293,85,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,pichincha,san miguel de los bancos,activo,pos caja,sierra,3380.88,117,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,santa elena,la libertad,activo,pos caja,costa,418990.54,11876,67,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,santa elena,salinas,activo,pos caja,costa,1695856.09,34176,75,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,santa elena,santa elena,activo,pos caja,costa,308111.87,8529,25,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,santo domingo de los tsachilas,la concordia,activo,pos caja,oriente,3128.28,98,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,santo domingo de los tsachilas,santo domingo,activo,pos caja,oriente,2271229.87,41840,176,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,sucumbios,lago agrio,activo,pos caja,oriente,407874.7,7356,48,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,sucumbios,shushufindi,activo,pos caja,oriente,3194.82,103,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,sucumbios,sucumbios,activo,pos caja,oriente,31719.42,858,12,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,tungurahua,ambato,activo,pos caja,sierra,3333961.19,52296,310,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,tungurahua,banos de agua santa,activo,pos caja,sierra,7383.35,241,9,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,tungurahua,patate,activo,pos caja,sierra,825.21,28,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,tungurahua,san pedro de pelileo,activo,pos caja,sierra,18867.36,521,17,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,tungurahua,tisaleo,activo,pos caja,sierra,703.35,11,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,bolivar,caluma,activo,pos caja,sierra,342.5,9,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,bolivar,guaranda,activo,pos caja,sierra,180985.23,3368,25,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,bolivar,san miguel,activo,pos caja,sierra,34625.25,849,10,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,canar,azogues,activo,pos caja,sierra,23151.66,251,13,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,canar,la troncal,activo,pos caja,sierra,14724.61,401,7,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,baba,activo,pos caja,costa,4219.34,107,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,babahoyo,activo,pos caja,costa,887305.16,19142,141,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,buena fe,activo,pos caja,costa,16491.8,604,13,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,montalvo,activo,pos caja,costa,14411.54,408,8,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,puebloviejo,activo,pos caja,costa,1534.13,50,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,quevedo,activo,pos caja,costa,1073205.27,20533,142,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,urdaneta,activo,pos caja,costa,529.24,14,2,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,valencia,activo,pos caja,costa,17270.28,529,9,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,ventanas,activo,pos caja,costa,14350.51,465,13,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,los rios,vinces,activo,pos caja,costa,92338.01,2248,34,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,bolivar,activo,pos caja,costa,5044.99,180,4,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,chone,activo,pos caja,costa,64815.75,1265,36,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,el carmen,activo,pos caja,costa,15342.45,452,10,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,flavio alfaro,activo,pos caja,costa,2321.25,69,5,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,jipijapa,activo,pos caja,costa,250895.63,5824,27,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,junin,activo,pos caja,costa,285.1,11,1,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,manta,activo,pos caja,costa,4066595.46,70352,415,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,montecristi,activo,pos caja,costa,336569.94,7423,38,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,pajan,activo,pos caja,costa,1606.54,58,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,pedernales,activo,pos caja,costa,59529.93,1425,21,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,pichincha,activo,pos caja,costa,1599.22,59,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,portoviejo,activo,pos caja,costa,3182413.24,56382,242,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,puerto lopez,activo,pos caja,costa,26143.77,660,7,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,rocafuerte,activo,pos caja,costa,34095.46,1289,11,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,san vicente,activo,pos caja,costa,18965,661,10,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,santa ana,activo,pos caja,costa,16056.03,417,8,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,sucre,activo,pos caja,costa,13412.56,1023,12,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,manabi,tosagua,activo,pos caja,costa,17818.32,520,9,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,morona,morona,activo,pos caja,oriente,47356.17,1038,18,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,morona,sucua,activo,pos caja,oriente,2265.39,60,3,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,zamora,yantzaza,activo,pos caja,oriente,17754.16,402,7,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,enero,zamora,zamora,activo,pos caja,oriente,17804.12,458,9,2019,1,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,azuay,cuenca,activo,pos,sierra,20247836.97,215307,4318,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,azuay,cuenca,activo,pos caja,sierra,7177982.42,101254,617,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,azuay,gualaceo,activo,pos caja,sierra,6988.45,190,4,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,carchi,espejo,activo,pos caja,sierra,1003.29,38,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,carchi,tulcan,activo,pos caja,sierra,267689.07,5848,47,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,chimborazo,alausi,activo,pos caja,sierra,14692.42,455,5,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,chimborazo,cumanda,activo,pos caja,sierra,1201.05,43,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,chimborazo,guamote,activo,pos caja,sierra,33.82,2,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,chimborazo,guano,activo,pos caja,sierra,352.17,17,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,chimborazo,riobamba,activo,pos caja,sierra,1504410.73,29914,175,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,cotopaxi,la mana,activo,pos caja,sierra,20657.13,560,13,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,cotopaxi,latacunga,activo,pos caja,sierra,928416.84,15597,80,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,cotopaxi,pujili,activo,pos caja,sierra,34058.36,1002,17,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,cotopaxi,salcedo,activo,pos caja,sierra,15443.68,458,15,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,cotopaxi,saquisili,activo,pos caja,sierra,1420.53,32,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,el guabo,activo,pos caja,costa,22629.04,732,7,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,huaquillas,activo,pos caja,costa,65851.91,1240,18,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,machala,activo,pos caja,costa,3261535.06,57925,247,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,pasaje,activo,pos caja,costa,19676.43,547,14,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,pinas,activo,pos caja,costa,4247.13,64,5,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,portovelo,activo,pos caja,costa,747.77,28,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,santa rosa,activo,pos caja,costa,78346.78,1551,14,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,el oro,zaruma,activo,pos caja,costa,3840.69,121,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,esmeraldas,atacames,activo,pos caja,costa,123238.07,4155,27,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,esmeraldas,esmeraldas,activo,pos caja,costa,1360371.53,21441,126,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,esmeraldas,quininde,activo,pos caja,costa,97500.08,2832,25,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,galapagos,santa cruz,activo,pos caja,insular,20958.96,248,1,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,alfredo baquerizo moreno (jujan),activo,pos caja,costa,559.68,13,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,balzar,activo,pos caja,costa,72454.42,1361,10,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,coronel marcelino mariduena,activo,pos caja,costa,1515.61,60,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,daule,activo,pos caja,costa,2227391.92,59058,182,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,duran,activo,pos caja,costa,579363.82,18632,128,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,el empalme,activo,pos caja,costa,35732.73,1274,21,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,el triunfo,activo,pos caja,costa,4201,68,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,general antonio elizalde (bucay),activo,pos caja,costa,26952.72,642,11,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,guayaquil,activo,pos,costa,154533427.4,2147619,21550,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,guayaquil,activo,pos caja,costa,52347905.1,1131584,4449,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,lomas de sargentillo,activo,pos caja,costa,8901,369,5,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,milagro,activo,pos caja,costa,820371.45,16789,90,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,naranjal,activo,pos caja,costa,32625.63,633,7,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,naranjito,activo,pos caja,costa,4826.53,134,5,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,nobol,activo,pos caja,costa,6769.03,320,5,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,palestina,activo,pos caja,costa,7401.89,285,6,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,pedro carbo,activo,pos caja,costa,1230.24,3,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,playas,activo,pos caja,costa,381926.03,10908,63,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,salitre (urbina jado),activo,pos caja,costa,3311,37,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,samborondon,activo,pos caja,costa,1386588.92,26562,69,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,san jacinto de yaguachi,activo,pos caja,costa,13620.41,520,9,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,santa lucia,activo,pos caja,costa,10254.88,321,6,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,guayas,simon bolivar,activo,pos caja,costa,1143,38,4,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,imbabura,antonio ante,activo,pos caja,sierra,22937.67,855,19,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,imbabura,cotacachi,activo,pos caja,sierra,12814.08,470,11,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,imbabura,ibarra,activo,pos caja,sierra,1934704.42,34315,191,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,imbabura,otavalo,activo,pos caja,sierra,36032.47,869,36,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,imbabura,pimampiro,activo,pos caja,sierra,1661.35,59,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,imbabura,san miguel de urcuqui,activo,pos caja,sierra,270.85,49,2,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,loja,calvas,activo,pos caja,sierra,380.79,10,1,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,loja,catamayo,activo,pos caja,sierra,5537.92,193,4,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,loja,loja,activo,pos caja,sierra,1454490.03,24815,142,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,loja,macara,activo,pos caja,sierra,843.97,21,1,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,napo,archidona,activo,pos caja,oriente,19094.76,497,5,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,napo,el chaco,activo,pos caja,oriente,1082.57,35,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,napo,tena,activo,pos caja,oriente,114105.49,2576,26,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,no reporta,(blank),activo,boton de pago,no reporta,450988.2,1306,22,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,orellana,la joya de los sachas,activo,pos caja,oriente,2865.9,94,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,orellana,loreto,activo,pos caja,oriente,1352.92,56,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,orellana,orellana,activo,pos caja,oriente,283891.26,4610,51,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pastaza,pastaza,activo,pos caja,oriente,189321.75,3718,28,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,cayambe,activo,pos caja,sierra,110364.75,1864,24,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,mejia,activo,pos caja,sierra,96649.29,2140,21,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,pedro vicente maldonado,activo,pos caja,sierra,3128.43,98,6,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,puerto quito,activo,pos caja,sierra,2557.92,97,4,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,quito,activo,pos,sierra,189983238,2107128,26773,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,quito,activo,pos caja,sierra,89711876.12,1502210,4845,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,ruminahui,activo,pos caja,sierra,1100829.19,30650,86,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,pichincha,san miguel de los bancos,activo,pos caja,sierra,3673.84,110,7,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,santa elena,la libertad,activo,pos caja,costa,439821.07,11838,68,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,santa elena,salinas,activo,pos caja,costa,1853170.57,35172,75,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,santa elena,santa elena,activo,pos caja,costa,352746.86,8750,26,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,santo domingo de los tsachilas,la concordia,activo,pos caja,oriente,3455.16,68,3,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,santo domingo de los tsachilas,santo domingo,activo,pos caja,oriente,2220411.12,39927,178,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,sucumbios,lago agrio,activo,pos caja,oriente,372807.21,6634,48,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,sucumbios,shushufindi,activo,pos caja,oriente,2261.32,77,5,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,sucumbios,sucumbios,activo,pos caja,oriente,30301.37,760,12,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,tungurahua,ambato,activo,pos caja,sierra,3100788.61,48459,304,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,tungurahua,banos de agua santa,activo,pos caja,sierra,7462.72,252,9,2019,2,puntos de venta electronicos ano 2019.xlsx
datafast,febrero,tungurahua,patate,activo,pos caja,sierra,1424.44,34,3,2019,2,puntos de venta electronicos ano 2019.xlsx
