entidad financiera,meses,provincia,canton,estado del punto,tipo de punto de venta,region,monto facturado,nro. consumos,nro. puntos ventas,ano,meses_num,archivo origen
datafast,junio,santo domingo de los tsachilas,santo domingo,activo,pos,oriente,7715.07,64,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,santo domingo de los tsachilas,santo domingo,activo,pos caja,oriente,3137694.97,54492,243,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,alausi,activo,pos caja,sierra,22615.28,684,8,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,chambo,activo,pos caja,sierra,1580.33,40,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,chunchi,activo,pos caja,sierra,1269.44,33,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,cumanda,activo,pos caja,sierra,1720.15,62,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,guamote,activo,pos caja,sierra,93.62,5,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,guano,activo,pos caja,sierra,2140.24,59,7,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,pallatanga,activo,pos caja,sierra,505.32,27,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,riobamba,activo,pos,sierra,8498.45,21,4,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,chimborazo,riobamba,activo,pos caja,sierra,2098317.17,36962,221,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,esmeraldas,atacames,activo,pos caja,costa,202781.82,6646,32,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,esmeraldas,eloy alfaro,activo,pos caja,costa,416.66,16,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,esmeraldas,esmeraldas,activo,pos,costa,1497.81,15,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,esmeraldas,esmeraldas,activo,pos caja,costa,1662415.71,26411,156,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,esmeraldas,quininde,activo,pos caja,costa,161898.37,4870,39,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,esmeraldas,san lorenzo,activo,pos caja,costa,3313.57,86,10,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,santa elena,la libertad,activo,pos,costa,34597.52,140,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,santa elena,la libertad,activo,pos caja,costa,501265,11970,69,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,santa elena,salinas,activo,pos,costa,1768.19,11,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,santa elena,salinas,activo,pos caja,costa,2030942.81,40441,101,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,santa elena,santa elena,activo,pos,costa,393.51,10,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,santa elena,santa elena,activo,pos caja,costa,543200.31,13699,47,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,cotopaxi,la mana,activo,pos,sierra,75.77,3,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,cotopaxi,la mana,activo,pos caja,sierra,29203.28,814,14,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,cotopaxi,latacunga,activo,pos caja,sierra,1178033.79,19322,111,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,cotopaxi,pujili,activo,pos caja,sierra,53187.39,1491,19,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,cotopaxi,salcedo,activo,pos caja,sierra,146074.36,3086,30,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,cotopaxi,saquisili,activo,pos caja,sierra,2216,59,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,loja,calvas,activo,pos caja,sierra,965.76,31,4,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,loja,catamayo,activo,pos,sierra,15690.44,607,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,loja,catamayo,activo,pos caja,sierra,11557.93,323,11,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,loja,loja,activo,pos,sierra,3486.8,78,4,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,loja,loja,activo,pos caja,sierra,1981285.36,31777,138,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,loja,macara,activo,pos caja,sierra,875.95,26,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,orellana,la joya de los sachas,activo,pos caja,oriente,22795.14,367,17,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,orellana,loreto,activo,pos caja,oriente,1220.49,53,5,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,orellana,orellana,activo,pos,oriente,528.63,3,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,orellana,orellana,activo,pos caja,oriente,318239.07,6179,63,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,sucumbios,lago agrio,activo,pos,oriente,3504.98,57,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,sucumbios,lago agrio,activo,pos caja,oriente,549557.5,8921,52,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,sucumbios,shushufindi,activo,pos caja,oriente,5743.33,206,7,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,sucumbios,sucumbios,activo,pos caja,oriente,39697.19,1180,12,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,carchi,bolivar,activo,pos caja,sierra,526.61,19,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,carchi,espejo,activo,pos caja,sierra,1846.66,49,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,carchi,mira,activo,pos caja,sierra,1780.79,62,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,carchi,tulcan,activo,pos,sierra,119,13,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,carchi,tulcan,activo,pos caja,sierra,399361.51,7780,48,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,bolivar,caluma,activo,pos caja,sierra,11828.31,98,5,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,bolivar,chillanes,activo,pos caja,sierra,534.8,13,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,bolivar,chimbo,activo,pos caja,sierra,1291.16,40,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,bolivar,echeandia,activo,pos caja,sierra,1083.12,28,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,bolivar,guaranda,activo,pos caja,sierra,246072.34,4122,31,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,bolivar,san miguel,activo,pos caja,sierra,42310.05,1143,12,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,pastaza,mera,activo,pos caja,oriente,3037.3,86,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,pastaza,pastaza,activo,pos caja,oriente,319554.23,5063,47,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,napo,archidona,activo,pos caja,oriente,31102.37,822,8,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,napo,el chaco,activo,pos caja,oriente,3475.37,135,5,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,napo,tena,activo,pos caja,oriente,137710.81,3000,29,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,azogues,activo,pos,sierra,933.22,17,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,azogues,activo,pos caja,sierra,5425.52,187,10,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,biblian,activo,pos,sierra,50.77,5,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,biblian,activo,pos caja,sierra,254.12,11,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,canar,activo,pos,sierra,748.88,24,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,canar,activo,pos caja,sierra,656.78,15,2,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,la troncal,activo,pos,sierra,9013.43,22,4,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,canar,la troncal,activo,pos caja,sierra,49044.75,984,18,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,morona,morona,activo,pos caja,oriente,55417.99,1031,20,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,morona,palora,activo,pos caja,oriente,1633.47,42,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,morona,santiago,activo,pos caja,oriente,218.53,5,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,morona,sucua,activo,pos caja,oriente,214.06,6,3,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,zamora,yantzaza,activo,pos caja,oriente,21294.88,402,8,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,zamora,zamora,activo,pos caja,oriente,19552.79,532,11,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,galapagos,isabela,activo,pos,insular,457.7,11,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,galapagos,santa cruz,activo,pos,insular,4064.42,21,1,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,junio,galapagos,santa cruz,activo,pos caja,insular,9931.57,113,7,2021,6,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,cayambe,activo,pos caja,sierra,143720.21,2786,28,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,mejia,activo,pos caja,sierra,355856.53,12468,44,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,pedro moncayo,activo,pos caja,sierra,2035.71,72,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,pedro vicente maldonado,activo,pos caja,sierra,6333.31,230,6,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,puerto quito,activo,pos caja,sierra,4381.27,170,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,quito,activo,pos,sierra,204503647.9,2984817,31003,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,quito,activo,pos caja,sierra,108939323.9,2131005,5225,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,ruminahui,activo,pos,sierra,3534.4,44,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,ruminahui,activo,pos caja,sierra,5190698.23,94002,201,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,pichincha,san miguel de los bancos,activo,pos caja,sierra,6186.55,246,6,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,alfredo baquerizo moreno (jujan),activo,pos caja,costa,7675.67,379,7,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,balao,activo,pos caja,costa,103.38,4,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,balzar,activo,pos caja,costa,139534.53,2689,21,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,colimes,activo,pos caja,costa,3359.48,10,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,coronel marcelino mariduena,activo,pos caja,costa,2939.38,97,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,daule,activo,pos,costa,33929.64,203,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,daule,activo,pos caja,costa,5462119.4,125164,292,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,duran,activo,pos,costa,8303.19,4,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,duran,activo,pos caja,costa,1652103.81,43613,185,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,el empalme,activo,pos caja,costa,49094.78,1633,33,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,el triunfo,activo,pos caja,costa,37410.3,997,10,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,general antonio elizalde (bucay),activo,pos caja,costa,28889.03,797,10,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,guayaquil,activo,pos,costa,154758860.6,2193189,22973,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,guayaquil,activo,pos caja,costa,59198403.14,1404458,4350,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,isidro ayora,activo,pos caja,costa,48.9,2,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,lomas de sargentillo,activo,pos caja,costa,13077.36,487,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,milagro,activo,pos,costa,9570.99,78,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,milagro,activo,pos caja,costa,1477477.05,27916,131,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,naranjal,activo,pos,costa,313.2,11,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,naranjal,activo,pos caja,costa,193157.44,3359,22,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,naranjito,activo,pos caja,costa,29499.47,747,15,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,nobol,activo,pos caja,costa,15701.35,668,11,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,palestina,activo,pos caja,costa,12524.49,423,10,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,pedro carbo,activo,pos caja,costa,5493.43,38,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,playas,activo,pos,costa,2046.64,4,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,playas,activo,pos caja,costa,760948.92,18843,70,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,salitre (urbina jado),activo,pos caja,costa,2913.98,24,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,samborondon,activo,pos,costa,5667.08,15,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,samborondon,activo,pos caja,costa,4359367.58,53557,133,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,san jacinto de yaguachi,activo,pos caja,costa,96677.11,2777,21,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,santa lucia,activo,pos caja,costa,12838.87,387,6,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,guayas,simon bolivar,activo,pos caja,costa,4279.08,46,7,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,azuay,camilo ponce enriquez,activo,pos caja,sierra,99.03,6,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,azuay,chordeleg,activo,pos caja,sierra,223.71,10,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,azuay,cuenca,activo,pos,sierra,29385192.16,366415,5126,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,azuay,cuenca,activo,pos caja,sierra,9021213.29,114862,697,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,azuay,gualaceo,activo,pos caja,sierra,8069.53,196,9,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,azuay,paute,activo,pos caja,sierra,63.08,5,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,azuay,sigsig,activo,pos caja,sierra,38.66,3,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,no reporta,(blank),activo,boton de pago,no reporta,17184832.75,86108,2634,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,bolivar,activo,pos,costa,7846.72,31,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,bolivar,activo,pos caja,costa,1518.96,55,6,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,chone,activo,pos,costa,4713.07,27,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,chone,activo,pos caja,costa,79935.27,1445,39,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,el carmen,activo,pos caja,costa,16026.64,263,12,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,flavio alfaro,activo,pos caja,costa,13965.01,375,12,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,jipijapa,activo,pos caja,costa,371969.86,8063,36,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,junin,activo,pos caja,costa,1367.44,44,6,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,manta,activo,pos,costa,9476.36,7,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,manta,activo,pos caja,costa,6150279.3,106120,487,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,montecristi,activo,pos,costa,22125.97,72,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,montecristi,activo,pos caja,costa,585205.09,10848,59,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,pajan,activo,pos caja,costa,17279.64,512,8,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,pedernales,activo,pos caja,costa,74144.55,2136,25,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,pichincha,activo,pos caja,costa,531.91,13,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,portoviejo,activo,pos,costa,2816.44,32,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,portoviejo,activo,pos caja,costa,4286159.32,73528,271,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,puerto lopez,activo,pos caja,costa,44258.38,1086,9,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,rocafuerte,activo,pos,costa,8955.83,47,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,rocafuerte,activo,pos caja,costa,85419.74,3492,18,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,san vicente,activo,pos caja,costa,26733.39,924,15,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,santa ana,activo,pos caja,costa,22920.36,600,9,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,sucre,activo,pos,costa,428.46,2,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,sucre,activo,pos caja,costa,627966.8,12001,34,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,tosagua,activo,pos,costa,29233.02,1099,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,manabi,tosagua,activo,pos caja,costa,21893.4,756,17,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,ambato,activo,pos,sierra,12146.53,80,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,ambato,activo,pos caja,sierra,5057974.15,79185,426,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,banos de agua santa,activo,pos caja,sierra,8485.68,240,10,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,patate,activo,pos caja,sierra,3527.92,93,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,quero,activo,pos caja,sierra,1097.64,22,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,san pedro de pelileo,activo,pos,sierra,364.42,1,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,san pedro de pelileo,activo,pos caja,sierra,29026.66,723,25,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,santiago de pillaro,activo,pos caja,sierra,2063.25,12,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,tungurahua,tisaleo,activo,pos caja,sierra,344.79,16,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,baba,activo,pos caja,costa,4132.17,56,6,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,babahoyo,activo,pos caja,costa,1163874.48,23145,162,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,buena fe,activo,pos caja,costa,36044.14,958,16,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,mocache,activo,pos,costa,2658.98,6,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,mocache,activo,pos caja,costa,9246.03,357,7,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,montalvo,activo,pos caja,costa,37141.51,801,14,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,palenque,activo,pos caja,costa,856.41,33,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,puebloviejo,activo,pos caja,costa,2417.7,63,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,quevedo,activo,pos,costa,342.61,3,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,quevedo,activo,pos caja,costa,1573799.1,25745,161,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,quinsaloma,activo,pos caja,costa,17166.89,460,11,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,urdaneta,activo,pos caja,costa,2148.89,54,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,valencia,activo,pos caja,costa,24352.2,775,13,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,ventanas,activo,pos caja,costa,24622.29,538,14,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,los rios,vinces,activo,pos caja,costa,175435.31,3694,31,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,arenillas,activo,pos caja,costa,7221.66,32,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,el guabo,activo,pos caja,costa,31375.04,952,16,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,huaquillas,activo,pos caja,costa,62902.26,1150,16,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,machala,activo,pos,costa,21070.47,125,8,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,machala,activo,pos caja,costa,4739680.78,77960,286,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,pasaje,activo,pos caja,costa,217116.54,4173,26,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,pinas,activo,pos caja,costa,2715.65,33,6,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,portovelo,activo,pos,costa,588.2,3,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,portovelo,activo,pos caja,costa,1305.4,64,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,santa rosa,activo,pos,costa,971.26,6,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,santa rosa,activo,pos caja,costa,83134.11,1603,13,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,el oro,zaruma,activo,pos caja,costa,1078.7,30,4,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,imbabura,antonio ante,activo,pos caja,sierra,43810.93,1519,24,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,imbabura,cotacachi,activo,pos caja,sierra,24340.77,973,15,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,imbabura,ibarra,activo,pos,sierra,183.81,1,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,imbabura,ibarra,activo,pos caja,sierra,2780379.43,44152,193,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,imbabura,otavalo,activo,pos caja,sierra,72659.26,961,37,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,imbabura,pimampiro,activo,pos caja,sierra,1925.84,83,5,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,alausi,activo,pos caja,sierra,27961.89,850,8,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,chambo,activo,pos caja,sierra,1474.61,47,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,chunchi,activo,pos caja,sierra,1058.95,35,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,cumanda,activo,pos caja,sierra,1868.58,65,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,guamote,activo,pos caja,sierra,120.09,1,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,guano,activo,pos caja,sierra,1808.65,56,7,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,pallatanga,activo,pos caja,sierra,832.61,38,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,riobamba,activo,pos,sierra,1787.33,24,5,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,chimborazo,riobamba,activo,pos caja,sierra,2251197.72,40180,225,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santo domingo de los tsachilas,la concordia,activo,pos caja,oriente,14089.23,364,10,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santo domingo de los tsachilas,santo domingo,activo,pos,oriente,12888.59,58,3,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santo domingo de los tsachilas,santo domingo,activo,pos caja,oriente,3175395.35,57172,240,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,esmeraldas,atacames,activo,pos caja,costa,322575.3,9672,36,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,esmeraldas,eloy alfaro,activo,pos caja,costa,792.33,21,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,esmeraldas,esmeraldas,activo,pos,costa,7153.48,31,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,esmeraldas,esmeraldas,activo,pos caja,costa,1807467.98,28038,149,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,esmeraldas,quininde,activo,pos caja,costa,191298.52,6181,40,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,esmeraldas,san lorenzo,activo,pos caja,costa,4169.81,115,10,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santa elena,la libertad,activo,pos,costa,41925.73,131,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santa elena,la libertad,activo,pos caja,costa,524378.11,12675,69,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santa elena,salinas,activo,pos,costa,1021.13,8,1,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santa elena,salinas,activo,pos caja,costa,2264154.39,44938,100,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santa elena,santa elena,activo,pos,costa,582.6,5,2,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,santa elena,santa elena,activo,pos caja,costa,665031.71,16064,47,2021,7,puntos de venta electronicos ano 2021.xlsx
datafast,julio,cotopaxi,la mana,activo,pos,sierra,188.2,7,2,2021,7,puntos de venta electronicos ano 2021.xlsx
