año,mes,mes_nombre,entidad_operadora,nro_dispositivos,nro_transacciones,monto,entidad_operadora_normalizada,nro_feriados,nro_dias,especie_monetaria_circulacion,liquidez_total_m2,oferta_monetaria_m1
2024,8,Agosto,Banco del Austro,5847,760316,31615855.23,Banco Del Austro,1.0,1.0,19792.52,84163.46,30027.81
2024,9,Septiembre,Banco del Austro,5944,794768,32620299.84,Banco Del Austro,0.0,0.0,19754.7,84617.5,30079.87
2024,10,Octubre,Banco del Austro,5914,792822,31525991.25,Banco Del Austro,1.0,1.0,19866.15,85874.27,30432.59
2024,11,Noviembre,Banco del Austro,5916,775302,29874568.52,Banco Del Austro,2.0,2.0,19965.19,86665.57,31044.44
2024,12,Diciembre,Banco del Austro,5854,965000,38376136.51,Banco Del Austro,1.0,1.0,20302.2,88484.87,31461.76
2025,1,Enero,Datafast,82881,14926367,729502943.08,Datafast,1.0,1.0,19925.58,88682.12,31282.8
2025,2,Febrero,Datafast,82950,14129027,692925385.55,Datafast,0.0,0.0,19866.58,89845.34,31354.5
2025,3,Marzo,Datafast,83609,15766883,772614170.25,Datafast,1.0,2.0,122366.2,90599.4,31766.8
2025,4,Abril,Datafast,84115,15521209,767911668.22,Datafast,1.0,1.0,123384.0,91724.2,31659.8
2025,5,Mayo,Datafast,85589,16335766,808189332.69,Datafast,2.0,2.0,125208.9,93182.1,32026.8
2025,1,Enero,Medianet,31735,8499028,290930788.87,Medianet,1.0,1.0,19925.58,88682.12,31282.8
2025,2,Febrero,Medianet,31802,8055647,279469763.53,Medianet,0.0,0.0,19866.58,89845.34,31354.5
2025,3,Marzo,Medianet,35847,10267516,369887908.24,Medianet,1.0,2.0,122366.2,90599.4,31766.8
2025,4,Abril,Medianet,36838,10316239,380970135.0,Medianet,1.0,1.0,123384.0,91724.2,31659.8
2025,5,Mayo,Medianet,37674,11052879,394691441.84,Medianet,2.0,2.0,125208.9,93182.1,32026.8
2025,1,Enero,Banco del Austro,5690,791391,31362576.05,Banco Del Austro,1.0,1.0,19925.58,88682.12,31282.8
2025,2,Febrero,Banco del Austro,5756,772911,29948699.83,Banco Del Austro,0.0,0.0,19866.58,89845.34,31354.5
2025,3,Marzo,Banco del Austro,5763,890763,34916680.24,Banco Del Austro,1.0,2.0,122366.2,90599.4,31766.8
2025,4,Abril,Banco del Austro,5716,823661,33320558.2,Banco Del Austro,1.0,1.0,123384.0,91724.2,31659.8
2025,5,Mayo,Banco del Austro,5704,846304,33649480.27,Banco Del Austro,2.0,2.0,125208.9,93182.1,32026.8
2016,1,enero,Datafast,41908,2509853,243082291.38,Datafast,1.0,1.0,11494.35,39773.99,18841.48
2016,1,enero,Medianet,12098,718075,42114458.0,Medianet,1.0,1.0,11494.35,39773.99,18841.48
2016,1,enero,Banco del Austro,5152,203730,12882228.35,Banco Del Austro,1.0,1.0,11494.35,39773.99,18841.48
2017,1,enero,Datafast S.A.,40661,2558232,246941864.05,Datafast,1.0,1.0,12979.48,45257.48,21912.19
2017,1,enero,Medianet S.A.,12059,591399,62082711.0,Medianet,1.0,1.0,12979.48,45257.48,21912.19
2017,1,enero,Banco del Austro S.A.,4694,214604,12117966.59,Banco Del Austro,1.0,1.0,12979.48,45257.48,21912.19
2018,1,enero,Datafast S.A.,51270,3129919,293408734.75,Datafast,1.0,1.0,14492.2,49914.38,23951.93
2018,1,enero,Medianet S.A.,10420,898778,58258639.47,Medianet,1.0,1.0,14492.2,49914.38,23951.93
2018,1,enero,Banco del Austro S.A.,4830,264960,25506371.83,Banco Del Austro,1.0,1.0,14492.2,49914.38,23951.93
2016,2,febrero,Datafast,41029,2445285,247264381.73,Datafast,1.0,2.0,11504.23,39941.03,19250.48
2016,2,febrero,Medianet,12077,706017,40905546.0,Medianet,1.0,2.0,11504.23,39941.03,19250.48
2016,2,febrero,Banco del Austro,5547,197076,12902284.68,Banco Del Austro,1.0,2.0,11504.23,39941.03,19250.48
2017,2,febrero,Datafast S.A.,40532,2412998,234241978.44,Datafast,1.0,2.0,13147.25,45980.08,22193.52
2017,2,febrero,Medianet S.A.,12059,669842,42550933.0,Medianet,1.0,2.0,13147.25,45980.08,22193.52
2017,2,febrero,Banco del Austro S.A.,4861,212085,11234391.87,Banco Del Austro,1.0,2.0,13147.25,45980.08,22193.52
2018,2,febrero,Datafast S.A.,51308,2935797,275437684.8,Datafast,1.0,2.0,14508.14,50338.67,24065.59
2018,2,febrero,Medianet S.A.,10390,859242,55318040.93,Medianet,1.0,2.0,14508.14,50338.67,24065.59
2018,2,febrero,Banco del Austro S.A.,4740,253077,14071128.83,Banco Del Austro,1.0,2.0,14508.14,50338.67,24065.59
2016,3,marzo,Datafast,41058,2604309,263686717.82,Datafast,1.0,1.0,11563.48,40394.85,19534.08
2016,3,marzo,Medianet,12037,746328,44191211.0,Medianet,1.0,1.0,11563.48,40394.85,19534.08
2016,3,marzo,Banco del Austro,5753,205594,13653896.63,Banco Del Austro,1.0,1.0,11563.48,40394.85,19534.08
2017,3,marzo,Datafast S.A.,40642,2724607,288868861.4,Datafast,0.0,0.0,13301.04,47075.93,23032.94
2017,3,marzo,Medianet S.A.,12059,760016,49280833.0,Medianet,0.0,0.0,13301.04,47075.93,23032.94
2017,3,marzo,Banco del Austro S.A.,4857,236889,23682631.4,Banco Del Austro,0.0,0.0,13301.04,47075.93,23032.94
2018,3,marzo,Datafast S.A.,52524,3371396,343603552.4,Datafast,1.0,1.0,14721.22,51152.9,24427.19
2018,3,marzo,Medianet S.A.,10390,956182,64259346.86,Medianet,1.0,1.0,14721.22,51152.9,24427.19
2018,3,marzo,Banco del Austro S.A.,4891,272974,16054307.22,Banco Del Austro,1.0,1.0,14721.22,51152.9,24427.19
2016,4,abril,Datafast,41430,2478134,247292797.66,Datafast,0.0,0.0,12036.93,40546.65,19551.04
2016,4,abril,Medianet,12136,719212,45223977.0,Medianet,0.0,0.0,12036.93,40546.65,19551.04
2016,4,abril,Banco del Austro,5870,195921,12814711.95,Banco Del Austro,0.0,0.0,12036.93,40546.65,19551.04
2017,4,abril,Datafast S.A.,40829,2912630,280886308.19,Datafast,1.0,1.0,13582.73,47310.79,22842.3
2017,4,abril,Medianet S.A.,12059,677586,43299800.0,Medianet,1.0,1.0,13582.73,47310.79,22842.3
2017,4,abril,Banco del Austro S.A.,4830,231796,13356035.84,Banco Del Austro,1.0,1.0,13582.73,47310.79,22842.3
2018,4,abril,Datafast S.A.,53272,3315400,332091718.93,Datafast,1.0,1.0,14863.0,51100.73,23979.42
2018,4,abril,Medianet S.A.,10390,798180,55554232.16,Medianet,1.0,1.0,14863.0,51100.73,23979.42
2018,4,abril,Banco del Austro S.A.,4919,253855,14919259.94,Banco Del Austro,1.0,1.0,14863.0,51100.73,23979.42
2015,5,mayo,Datafast,38747,10580001,1127439913.81,Datafast,,,,,
2015,5,mayo,Medianet,12340,3715835,239041620.51,Medianet,,,,,
2015,5,mayo,Banco del Austro,7309,983745,60863353.21,Banco Del Austro,,,,,
2016,5,mayo,Datafast,41686,2708040,262068757.55,Datafast,1.0,1.0,12019.26,40646.73,19867.41
2016,5,mayo,Medianet,12136,775291,46538053.0,Medianet,1.0,1.0,12019.26,40646.73,19867.41
2016,5,mayo,Banco del Austro,5928,239835,13740070.78,Banco Del Austro,1.0,1.0,12019.26,40646.73,19867.41
2017,5,mayo,Datafast S.A.,41332,3034122,281128640.48,Datafast,2.0,2.0,13642.39,47129.41,22703.75
2017,5,mayo,Medianet S.A.,12059,800243,52166866.0,Medianet,2.0,2.0,13642.39,47129.41,22703.75
2017,5,mayo,Banco del Austro S.A.,4860,268614,14389468.01,Banco Del Austro,2.0,2.0,13642.39,47129.41,22703.75
2018,5,mayo,Datafast S.A.,54081,3440234,339393630.95,Datafast,1.0,1.0,14799.45,50897.41,23880.58
2018,5,mayo,Medianet S.A.,10390,1130927,70643856.37,Medianet,1.0,1.0,14799.45,50897.41,23880.58
2018,5,mayo,Banco del Austro S.A.,5018,294957,15647629.27,Banco Del Austro,1.0,1.0,14799.45,50897.41,23880.58
2015,6,junio,Datafast,39040,2182088,216524194.14,Datafast,,,,,
2015,6,junio,Medianet,12382,987288,75896463.0,Medianet,,,,,
2015,6,junio,Banco del Austro,7696,273997,15445740.1,Banco Del Austro,,,,,
2016,6,junio,Datafast,41583,2589906,237118184.79,Datafast,0.0,0.0,12033.69,41331.59,20216.59
2016,6,junio,Medianet,12136,826285,47490228.0,Medianet,0.0,0.0,12033.69,41331.59,20216.59
2016,6,junio,Banco del Austro,4934,212221,11801533.11,Banco Del Austro,0.0,0.0,12033.69,41331.59,20216.59
2017,6,junio,Datafast S.A.,41545,2986732,273139458.6,Datafast,0.0,0.0,13730.2,47586.69,22824.91
2017,6,junio,Medianet S.A.,12059,813425,51884859.0,Medianet,0.0,0.0,13730.2,47586.69,22824.91
2017,6,junio,Banco del Austro S.A.,5070,240224,12973554.02,Banco Del Austro,0.0,0.0,13730.2,47586.69,22824.91
2018,6,junio,Datafast S.A.,54518,3411718,323210395.75,Datafast,0.0,0.0,14910.82,51259.86,24057.5
2018,6,junio,Medianet S.A.,10389,953122,66537566.46,Medianet,0.0,0.0,14910.82,51259.86,24057.5
2018,6,junio,Banco del Austro S.A.,4974,285328,15231415.03,Banco Del Austro,0.0,0.0,14910.82,51259.86,24057.5
2015,7,julio,Datafast,39560,2463600,238576255.63,Datafast,,,,,
2015,7,julio,Medianet,12382,1059003,82680523.0,Medianet,,,,,
2015,7,julio,Banco del Austro,7344,211826,14067780.29,Banco Del Austro,,,,,
2016,7,julio,Datafast,41712,2750916,249916112.74,Datafast,0.0,0.0,12161.62,41624.46,20253.32
2016,7,julio,Medianet,12136,686312,44922570.0,Medianet,0.0,0.0,12161.62,41624.46,20253.32
2016,7,julio,Banco del Austro,4856,228247,12887332.25,Banco Del Austro,0.0,0.0,12161.62,41624.46,20253.32
2017,7,julio,Datafast S.A.,41717,2973773,279971803.21,Datafast,0.0,0.0,13776.09,47499.92,22812.3
2017,7,julio,Medianet S.A.,10876,908117,56986738.0,Medianet,0.0,0.0,13776.09,47499.92,22812.3
2017,7,julio,Banco del Austro S.A.,4846,281060,14525361.2,Banco Del Austro,0.0,0.0,13776.09,47499.92,22812.3
2018,7,julio,Datafast S.A.,55345,3510995,329897920.14,Datafast,0.0,0.0,15003.07,51299.67,23983.44
2018,7,julio,Medianet S.A.,10390,997421,68784451.53,Medianet,0.0,0.0,15003.07,51299.67,23983.44
2018,7,julio,Banco del Austro S.A.,4930,307188,16200522.24,Banco Del Austro,0.0,0.0,15003.07,51299.67,23983.44
2015,8,agosto,Datafast,40235,2648297,289581012.41,Datafast,,,,,
2015,8,agosto,Medianet,12279,814064,54320543.0,Medianet,,,,,
2015,8,agosto,Banco del Austro,7767,229080,16107041.56,Banco Del Austro,,,,,
2016,8,agosto,Datafast,41953,2725513,293842425.33,Datafast,1.0,1.0,12291.67,42704.33,20631.45
2016,8,agosto,Medianet,12059,779863,47752634.0,Medianet,1.0,1.0,12291.67,42704.33,20631.45
2016,8,agosto,Banco del Austro,4847,219904,13092721.52,Banco Del Austro,1.0,1.0,12291.67,42704.33,20631.45
2017,8,agosto,Datafast S.A.,42343,2934264,313159838.53,Datafast,1.0,1.0,13943.51,47775.11,22992.93
2017,8,agosto,Medianet S.A.,10853,886027,55255366.0,Medianet,1.0,1.0,13943.51,47775.11,22992.93
2017,8,agosto,Banco del Austro S.A.,4866,277056,14790068.06,Banco Del Austro,1.0,1.0,13943.51,47775.11,22992.93
2018,8,agosto,Datafast S.A.,56866,3648361,381906761.9,Datafast,1.0,1.0,15190.49,51663.34,24297.85
2018,8,agosto,Medianet S.A.,10704,982486,71500115.33,Medianet,1.0,1.0,15190.49,51663.34,24297.85
2018,8,agosto,Banco del Austro S.A.,4912,316874,17482300.08,Banco Del Austro,1.0,1.0,15190.49,51663.34,24297.85
2015,9,septiembre,Datafast,40705,2560633,256124219.13,Datafast,,,,,
2015,9,septiembre,Medianet,12285,767017,52095261.0,Medianet,,,,,
2015,9,septiembre,Banco del Austro,7795,305093,15799686.76,Banco Del Austro,,,,,
2016,9,septiembre,Datafast,42025,2656957,275766383.85,Datafast,0.0,0.0,12367.71,43257.45,20794.54
2016,9,septiembre,Medianet,12059,899972,52264979.0,Medianet,0.0,0.0,12367.71,43257.45,20794.54
2016,9,septiembre,Banco del Austro,4800,213592,13060724.42,Banco Del Austro,0.0,0.0,12367.71,43257.45,20794.54
2017,9,septiembre,Datafast S.A.,43016,2925681,307899284.81,Datafast,0.0,0.0,13965.81,47658.54,22779.33
2017,9,septiembre,Medianet S.A.,10641,855251,54530447.0,Medianet,0.0,0.0,13965.81,47658.54,22779.33
2017,9,septiembre,Banco del Austro S.A.,4915,264162,14882788.29,Banco Del Austro,0.0,0.0,13965.81,47658.54,22779.33
2018,9,septiembre,Datafast S.A.,57996,3510452,354180240.17,Datafast,0.0,0.0,15151.68,51720.47,24092.29
2018,9,septiembre,Medianet S.A.,10704,999233,70187061.0,Medianet,0.0,0.0,15151.68,51720.47,24092.29
2018,9,septiembre,Banco del Austro S.A.,4938,287275,16087407.53,Banco Del Austro,0.0,0.0,15151.68,51720.47,24092.29
2015,10,octubre,Datafast,41409,2665325,246711710.83,Datafast,,,,,
2015,10,octubre,Medianet,12211,763017,51574312.0,Medianet,,,,,
2015,10,octubre,Banco del Austro,7243,440302,30298170.32,Banco Del Austro,,,,,
2016,10,octubre,Datafast,42236,2709478,253967077.8,Datafast,1.0,1.0,12379.56,43617.73,20805.08
2016,10,octubre,Medianet,12233,981626,53362441.0,Medianet,1.0,1.0,12379.56,43617.73,20805.08
2016,10,octubre,Banco del Austro,4801,229599,13236311.07,Banco Del Austro,1.0,1.0,12379.56,43617.73,20805.08
2017,10,octubre,Datafast S.A.,48811,3007058,288659360.4,Datafast,1.0,1.0,14047.74,48166.55,23149.97
2017,10,octubre,Medianet S.A.,10236,928028,55983853.0,Medianet,1.0,1.0,14047.74,48166.55,23149.97
2017,10,octubre,Banco del Austro S.A.,4940,282768,15750979.6,Banco Del Austro,1.0,1.0,14047.74,48166.55,23149.97
2018,10,octubre,Datafast S.A.,58907,3547422,342475132.5,Datafast,1.0,1.0,15327.62,51826.37,24261.75
2018,10,octubre,Medianet S.A.,10704,1043709,73702283.0,Medianet,1.0,1.0,15327.62,51826.37,24261.75
2018,10,octubre,Banco del Austro S.A.,4935,308933,16984170.39,Banco Del Austro,1.0,1.0,15327.62,51826.37,24261.75
2015,11,noviembre,Datafast,41783,2710265,269401030.71,Datafast,,,,,
2015,11,noviembre,Medianet,12157,778264,51058564.0,Medianet,,,,,
2015,11,noviembre,Banco del Austro,7283,231816,15269663.03,Banco Del Austro,,,,,
2016,11,noviembre,Datafast,42819,2682561,263986739.74,Datafast,2.0,2.0,12414.64,44001.39,21140.03
2016,11,noviembre,Medianet,12059,985274,55142533.0,Medianet,2.0,2.0,12414.64,44001.39,21140.03
2016,11,noviembre,Banco del Austro,4777,220726,12585262.56,Banco Del Austro,2.0,2.0,12414.64,44001.39,21140.03
2017,11,noviembre,Datafast S.A.,50100,3126334,319177749.58,Datafast,2.0,2.0,14170.54,48835.51,23657.0
2017,11,noviembre,Medianet S.A.,10236,959363,61072967.0,Medianet,2.0,2.0,14170.54,48835.51,23657.0
2017,11,noviembre,Banco del Austro S.A.,4950,278032,15913566.3,Banco Del Austro,2.0,2.0,14170.54,48835.51,23657.0
2018,11,noviembre,Datafast S.A.,60316,3637337,367163202.12,Datafast,1.0,1.0,15346.37,52167.68,24542.6
2018,11,noviembre,Medianet S.A.,10704,1094798,79218078.0,Medianet,1.0,1.0,15346.37,52167.68,24542.6
2018,11,noviembre,Banco del Austro S.A.,5050,316372,17174021.46,Banco Del Austro,1.0,1.0,15346.37,52167.68,24542.6
2015,12,diciembre,Datafast,41877,3111214,309338309.22,Datafast,,,,,
2015,12,diciembre,Medianet,12136,809396,53611489.0,Medianet,,,,,
2015,12,diciembre,Banco del Austro,7316,229929,14078115.07,Banco Del Austro,,,,,
2016,12,diciembre,Datafast,43142,3070387,295920483.36,Datafast,1.0,1.0,13261.12,46188.27,22634.8
2016,12,diciembre,Medianet,12059,1106907,65057546.0,Medianet,1.0,1.0,13261.12,46188.27,22634.8
2016,12,diciembre,Banco del Austro,4816,248813,13940687.31,Banco Del Austro,1.0,1.0,13261.12,46188.27,22634.8
2017,12,diciembre,Datafast S.A.,50786,3692989,339632248.92,Datafast,1.0,1.0,14858.68,50790.78,24530.51
2017,12,diciembre,Medianet S.A.,10420,995506,63442166.0,Medianet,1.0,1.0,14858.68,50790.78,24530.51
2017,12,diciembre,Banco del Austro S.A.,4973,309209,17198564.85,Banco Del Austro,1.0,1.0,14858.68,50790.78,24530.51
2018,12,diciembre,Datafast S.A.,61248,4129320,388211730.17,Datafast,1.0,2.0,15915.87,53664.74,25259.94
2018,12,diciembre,Medianet S.A.,10704,1222536,84639333.0,Medianet,1.0,2.0,15915.87,53664.74,25259.94
2018,12,diciembre,Banco del Austro S.A.,4940,347413,18742887.53,Banco Del Austro,1.0,2.0,15915.87,53664.74,25259.94
